side	eta	eta_r	phi	dphi	depth	det	rbx	sector	rm	pixel	qie	adc	rm_fi	fi_ch	let_code	crate	block_coupler	htr	fpga	htr_fi	dcc_sl	spigo	dcc	fedid	QIEId	index	oSLBmap	htr_ch	index	oSLB_link	oSLBbit	CSL_i	TwinMux	TwinMux_link	TwinMux_bit	ring	HO label	TwinMux label	old HO label
1	4	4	29	1	4	HO	HO006	6	4	19	3	0	6	0	A	7	16.06	17	top	6	20	8	2	727	100999	1469	17	39	855	2	4	431	YB0_S6	7	33	0	S2F04_CR07_HTR17_Slot-m	RPC_YB0_S6_Fib7_HO_CR07_HTR17_Slot-m	HO_S6_Hp3
1	4	4	30	1	4	HO	HO006	6	4	17	3	2	6	2	J	7	16.06	17	top	6	20	8	2	727	100999	1470	17	41	857	2	5	431	YB0_S6	7	34	0	S2F04_CR07_HTR17_Slot-m	RPC_YB0_S6_Fib7_HO_CR07_HTR17_Slot-m	HO_S6_Hp3
-1	3	-3	34	1	4	HO	HO006	6	2	4	1	4	3	0	Q	7	16.07	17	top	7	20	8	2	727	101188	970	17	42	858	2	8	431	YB0_S6	7	37	0	S2F04_CR07_HTR17_Slot-m	RPC_YB0_S6_Fib7_HO_CR07_HTR17_Slot-m	HO_S6_Hp3
-1	1	-1	34	1	4	HO	HO006	6	2	8	1	5	3	1	N	7	16.07	17	top	7	20	8	2	727	101188	1114	17	43	859	2	7	431	YB0_S6	7	36	0	S2F04_CR07_HTR17_Slot-m	RPC_YB0_S6_Fib7_HO_CR07_HTR17_Slot-m	HO_S6_Hp3
-1	4	-4	34	1	4	HO	HO006	6	2	1	1	3	3	2	R	7	16.07	17	top	7	20	8	2	727	101188	898	17	44	860	2	6	431	YB0_S6	7	35	0	S2F04_CR07_HTR17_Slot-m	RPC_YB0_S6_Fib7_HO_CR07_HTR17_Slot-m	HO_S6_Hp3
-1	1	-1	33	1	4	HO	HO006	6	2	12	1	0	2	0	E	7	16.08	17	top	8	20	8	2	727	101188	1113	17	45	861	2	10	431	YB0_S6	7	39	0	S2F04_CR07_HTR17_Slot-m	RPC_YB0_S6_Fib7_HO_CR07_HTR17_Slot-m	HO_S6_Hp3
-1	3	-3	33	1	4	HO	HO006	6	2	7	1	1	2	1	G	7	16.08	17	top	8	20	8	2	727	101188	969	17	46	862	2	11	431	YB0_S6	7	40	0	S2F04_CR07_HTR17_Slot-m	RPC_YB0_S6_Fib7_HO_CR07_HTR17_Slot-m	HO_S6_Hp3
-1	4	-4	33	1	4	HO	HO006	6	2	3	1	2	2	2	H	7	16.08	17	top	8	20	8	2	727	101188	897	17	47	863	2	9	431	YB0_S6	7	38	0	S2F04_CR07_HTR17_Slot-m	RPC_YB0_S6_Fib7_HO_CR07_HTR17_Slot-m	HO_S6_Hp3
1	15	15	30	1	4	HO	HO2P06	6	3	15	3	4	7	0	H	7	10.09	18	bot	1	20	11	2	727	101325	2262	18	0	864	2	1	434	YB+2_S6	7	30	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	15	15	31	1	4	HO	HO2P06	6	3	14	3	5	7	1	P	7	10.09	18	bot	1	20	11	2	727	101325	2263	18	1	865	2	2	434	YB+2_S6	7	31	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	15	15	29	1	4	HO	HO2P06	6	3	16	3	3	7	2	B	7	10.09	18	bot	1	20	11	2	727	101325	2261	18	2	866	2	0	434	YB+2_S6	7	29	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	14	14	29	1	4	HO	HO2P06	6	3	11	2	0	4	0	C	7	10.1	18	bot	2	20	11	2	727	101324	2189	18	3	867	2	3	434	YB+2_S6	7	32	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	14	14	30	1	4	HO	HO2P06	6	3	6	2	1	4	1	J	7	10.1	18	bot	2	20	11	2	727	101324	2190	18	4	868	2	4	434	YB+2_S6	7	33	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	14	14	31	1	4	HO	HO2P06	6	3	2	2	2	4	2	Q	7	10.1	18	bot	2	20	11	2	727	101324	2191	18	5	869	2	5	434	YB+2_S6	7	34	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	13	13	30	1	4	HO	HO2P06	6	3	9	2	4	5	0	K	7	10.11	18	bot	3	20	11	2	727	101324	2118	18	6	870	2	7	434	YB+2_S6	7	36	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	13	13	31	1	4	HO	HO2P06	6	3	13	2	5	5	1	R	7	10.11	18	bot	3	20	11	2	727	101324	2119	18	7	871	2	8	434	YB+2_S6	7	37	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	13	13	29	1	4	HO	HO2P06	6	3	5	2	3	5	2	D	7	10.11	18	bot	3	20	11	2	727	101324	2117	18	8	872	2	6	434	YB+2_S6	7	35	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	12	12	29	1	4	HO	HO2P06	6	3	12	1	0	2	0	E	7	10.12	18	bot	4	20	11	2	727	101323	2045	18	9	873	2	9	434	YB+2_S6	7	38	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	12	12	30	1	4	HO	HO2P06	6	3	7	1	1	2	1	L	7	10.12	18	bot	4	20	11	2	727	101323	2046	18	10	874	2	10	434	YB+2_S6	7	39	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	12	12	31	1	4	HO	HO2P06	6	3	3	1	2	2	2	S	7	10.12	18	bot	4	20	11	2	727	101323	2047	18	11	875	2	11	434	YB+2_S6	7	40	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	11	11	30	1	4	HO	HO2P06	6	3	4	1	4	3	0	M	7	11.09	18	bot	5	20	11	2	727	101323	1974	18	12	876	2	13	434	YB+2_S6	7	42	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	11	11	31	1	4	HO	HO2P06	6	3	8	1	5	3	1	T	7	11.09	18	bot	5	20	11	2	727	101323	1975	18	13	877	2	14	434	YB+2_S6	7	43	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
1	11	11	29	1	4	HO	HO2P06	6	3	1	1	3	3	2	F	7	11.09	18	bot	5	20	11	2	727	101323	1973	18	14	878	2	12	434	YB+2_S6	7	41	2	S2F04_CR07_HTR18_Slot-m	RPC_YB+2_S6_Fib7_HO_CR07_HTR18_Slot-m	HO_S6_Hp4
-1	15	-15	36	1	4	HO	HO2M08	7	4	15	3	4	7	0	H	6	9.08	2	bot	1	10	1	1	728	100978	108	18	0	864	2	1	332	YB-2_S7	7	30	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	15	-15	35	1	4	HO	HO2M08	7	4	14	3	5	7	1	P	6	9.08	2	bot	1	10	1	1	728	100978	107	18	1	865	2	2	332	YB-2_S7	7	31	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	15	-15	37	1	4	HO	HO2M08	7	4	16	3	3	7	2	B	6	9.08	2	bot	1	10	1	1	728	100978	109	18	2	866	2	0	332	YB-2_S7	7	29	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	14	-14	37	1	4	HO	HO2M08	7	4	11	2	0	4	0	C	6	9.07	2	bot	2	10	1	1	728	100992	181	18	3	867	2	3	332	YB-2_S7	7	32	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	14	-14	36	1	4	HO	HO2M08	7	4	6	2	1	4	1	J	6	9.07	2	bot	2	10	1	1	728	100992	180	18	4	868	2	4	332	YB-2_S7	7	33	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	14	-14	35	1	4	HO	HO2M08	7	4	2	2	2	4	2	Q	6	9.07	2	bot	2	10	1	1	728	100992	179	18	5	869	2	5	332	YB-2_S7	7	34	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	13	-13	36	1	4	HO	HO2M08	7	4	9	2	4	5	0	K	6	9.06	2	bot	3	10	1	1	728	100992	252	18	6	870	2	7	332	YB-2_S7	7	36	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	13	-13	35	1	4	HO	HO2M08	7	4	13	2	5	5	1	R	6	9.06	2	bot	3	10	1	1	728	100992	251	18	7	871	2	8	332	YB-2_S7	7	37	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	13	-13	37	1	4	HO	HO2M08	7	4	5	2	3	5	2	D	6	9.06	2	bot	3	10	1	1	728	100992	253	18	8	872	2	6	332	YB-2_S7	7	35	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	12	-12	37	1	4	HO	HO2M08	7	4	12	1	0	2	0	E	6	9.05	2	bot	4	10	1	1	728	100950	325	18	9	873	2	9	332	YB-2_S7	7	38	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	12	-12	36	1	4	HO	HO2M08	7	4	7	1	1	2	1	L	6	9.05	2	bot	4	10	1	1	728	100950	324	18	10	874	2	10	332	YB-2_S7	7	39	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	12	-12	35	1	4	HO	HO2M08	7	4	3	1	2	2	2	S	6	9.05	2	bot	4	10	1	1	728	100950	323	18	11	875	2	11	332	YB-2_S7	7	40	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	11	-11	36	1	4	HO	HO2M08	7	4	4	1	4	3	0	M	6	8.08	2	bot	5	10	1	1	728	100950	396	18	12	876	2	13	332	YB-2_S7	7	42	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	11	-11	35	1	4	HO	HO2M08	7	4	8	1	5	3	1	T	6	8.08	2	bot	5	10	1	1	728	100950	395	18	13	877	2	14	332	YB-2_S7	7	43	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
-1	11	-11	37	1	4	HO	HO2M08	7	4	1	1	3	3	2	F	6	8.08	2	bot	5	10	1	1	728	100950	397	18	14	878	2	12	332	YB-2_S7	7	41	-2	S2F04_CR06_HTR02_Slot-m	RPC_YB-2_S7_Fib7_HO_CR06_HTR02_Slot-m	HO_S7_Hp1
1	1	1	37	1	4	HO	HO007	7	3	11	2	0	4	0	D	6	3.08	3	bot	4	10	3	1	728	100654	1261	3	9	153	2	14	335	YB0_S7	6	14	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
-1	2	-2	37	1	4	HO	HO007	7	3	6	2	1	4	1	F	6	3.08	3	bot	4	10	3	1	728	100654	1045	3	10	154	2	15	335	YB0_S7	6	15	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	3	3	35	1	4	HO	HO007	7	4	15	3	4	7	0	B	6	5.05	3	bot	5	10	3	1	728	101194	1403	3	12	156	2	16	335	YB0_S7	6	16	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	3	3	36	1	4	HO	HO007	7	4	14	3	5	7	1	K	6	5.05	3	bot	5	10	3	1	728	101194	1404	3	13	157	2	18	335	YB0_S7	6	18	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	2	2	35	1	4	HO	HO007	7	4	16	3	3	7	2	C	6	5.05	3	bot	5	10	3	1	728	101194	1331	3	14	158	2	17	335	YB0_S7	6	17	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	1	1	36	1	4	HO	HO007	7	4	9	2	4	5	0	M	6	5.06	3	bot	6	10	3	1	728	101218	1260	3	15	159	2	19	335	YB0_S7	6	19	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	2	2	36	1	4	HO	HO007	7	4	13	2	5	5	1	L	6	5.06	3	bot	6	10	3	1	728	101218	1332	3	16	160	2	21	335	YB0_S7	6	21	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
-1	2	-2	36	1	4	HO	HO007	7	4	5	2	3	5	2	P	6	5.06	3	bot	6	10	3	1	728	101218	1044	3	17	161	2	20	335	YB0_S7	6	20	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	1	1	35	1	4	HO	HO007	7	4	11	2	0	4	0	D	6	5.07	3	bot	7	10	3	1	728	101218	1259	3	18	162	2	22	335	YB0_S7	6	22	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
-1	2	-2	35	1	4	HO	HO007	7	4	6	2	1	4	1	F	6	5.07	3	bot	7	10	3	1	728	101218	1043	3	19	163	2	23	335	YB0_S7	6	23	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	3	3	39	1	4	HO	HO007	7	2	15	3	4	7	0	B	6	3.04	3	top	4	10	2	1	728	101231	1407	3	33	177	2	0	335	YB0_S7	6	0	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	3	3	40	1	4	HO	HO007	7	2	14	3	5	7	1	K	6	3.04	3	top	4	10	2	1	728	101231	1408	3	34	178	2	2	335	YB0_S7	6	2	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	2	2	39	1	4	HO	HO007	7	2	16	3	3	7	2	C	6	3.04	3	top	4	10	2	1	728	101231	1335	3	35	179	2	1	335	YB0_S7	6	1	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	1	1	40	1	4	HO	HO007	7	2	9	2	4	5	0	M	6	5.01	3	top	5	10	2	1	728	101230	1264	3	36	180	2	3	335	YB0_S7	6	3	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	2	2	40	1	4	HO	HO007	7	2	13	2	5	5	1	L	6	5.01	3	top	5	10	2	1	728	101230	1336	3	37	181	2	5	335	YB0_S7	6	5	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
-1	2	-2	40	1	4	HO	HO007	7	2	5	2	3	5	2	P	6	5.01	3	top	5	10	2	1	728	101230	1048	3	38	182	2	4	335	YB0_S7	6	4	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	1	1	39	1	4	HO	HO007	7	2	11	2	0	4	0	D	6	5.02	3	top	6	10	2	1	728	101230	1263	3	39	183	2	6	335	YB0_S7	6	6	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
-1	2	-2	39	1	4	HO	HO007	7	2	6	2	1	4	1	F	6	5.02	3	top	6	10	2	1	728	101230	1047	3	40	184	2	7	335	YB0_S7	6	7	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	3	3	37	1	4	HO	HO007	7	3	15	3	4	7	0	B	6	5.03	3	top	7	10	2	1	728	101217	1405	3	42	186	2	8	335	YB0_S7	6	8	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	3	3	38	1	4	HO	HO007	7	3	14	3	5	7	1	K	6	5.03	3	top	7	10	2	1	728	101217	1406	3	43	187	2	10	335	YB0_S7	6	10	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	2	2	37	1	4	HO	HO007	7	3	16	3	3	7	2	C	6	5.03	3	top	7	10	2	1	728	101217	1333	3	44	188	2	9	335	YB0_S7	6	9	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	1	1	38	1	4	HO	HO007	7	3	9	2	4	5	0	M	6	5.04	3	top	8	10	2	1	728	100654	1262	3	45	189	2	12	335	YB0_S7	6	12	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
1	2	2	38	1	4	HO	HO007	7	3	13	2	5	5	1	L	6	5.04	3	top	8	10	2	1	728	100654	1334	3	46	190	2	11	335	YB0_S7	6	11	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
-1	2	-2	38	1	4	HO	HO007	7	3	5	2	3	5	2	P	6	5.04	3	top	8	10	2	1	728	100654	1046	3	47	191	2	13	335	YB0_S7	6	13	0	S2F04_CR06_HTR03_Slot-m	RPC_YB0_S7_Fib6_HO_CR06_HTR03_Slot-m	HO_S7_Hp2
-1	3	-3	38	1	4	HO	HO007	7	3	4	1	4	3	0	Q	6	6.08	4	bot	4	10	5	1	728	101214	974	17	9	825	2	14	338	YB0_S7	7	43	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	1	-1	38	1	4	HO	HO007	7	3	8	1	5	3	1	N	6	6.08	4	bot	4	10	5	1	728	101214	1118	17	10	826	2	13	338	YB0_S7	7	42	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	4	-4	38	1	4	HO	HO007	7	3	1	1	3	3	2	R	6	6.08	4	bot	4	10	5	1	728	101214	902	17	11	827	2	12	338	YB0_S7	7	41	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	1	-1	37	1	4	HO	HO007	7	3	12	1	0	2	0	E	6	7.05	4	bot	5	10	5	1	728	101214	1117	17	12	828	2	16	338	YB0_S7	7	45	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	3	-3	37	1	4	HO	HO007	7	3	7	1	1	2	1	G	6	7.05	4	bot	5	10	5	1	728	101214	973	17	13	829	2	17	338	YB0_S7	7	46	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	4	-4	37	1	4	HO	HO007	7	3	3	1	2	2	2	H	6	7.05	4	bot	5	10	5	1	728	101214	901	17	14	830	2	15	338	YB0_S7	7	44	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	3	-3	36	1	4	HO	HO007	7	4	4	1	4	3	0	Q	6	7.06	4	bot	6	10	5	1	728	101187	972	17	15	831	2	20	338	YB0_S7	7	49	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	1	-1	36	1	4	HO	HO007	7	4	8	1	5	3	1	N	6	7.06	4	bot	6	10	5	1	728	101187	1116	17	16	832	2	19	338	YB0_S7	7	48	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	4	-4	36	1	4	HO	HO007	7	4	1	1	3	3	2	R	6	7.06	4	bot	6	10	5	1	728	101187	900	17	17	833	2	18	338	YB0_S7	7	47	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	1	-1	35	1	4	HO	HO007	7	4	12	1	0	2	0	E	6	7.07	4	bot	7	10	5	1	728	101187	1115	17	18	834	2	22	338	YB0_S7	7	51	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	3	-3	35	1	4	HO	HO007	7	4	7	1	1	2	1	G	6	7.07	4	bot	7	10	5	1	728	101187	971	17	19	835	2	23	338	YB0_S7	7	52	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	4	-4	35	1	4	HO	HO007	7	4	3	1	2	2	2	H	6	7.07	4	bot	7	10	5	1	728	101187	899	17	20	836	2	21	338	YB0_S7	7	50	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
1	4	4	39	1	4	HO	HO007	7	2	19	3	0	6	0	A	6	6.04	4	top	4	10	4	1	728	101231	1479	17	33	849	2	0	338	YB0_S7	7	29	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
1	4	4	40	1	4	HO	HO007	7	2	17	3	2	6	2	J	6	6.04	4	top	4	10	4	1	728	101231	1480	17	35	851	2	1	338	YB0_S7	7	30	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
1	4	4	37	1	4	HO	HO007	7	3	19	3	0	6	0	A	6	7.01	4	top	5	10	4	1	728	101217	1477	17	36	852	2	2	338	YB0_S7	7	31	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
1	4	4	38	1	4	HO	HO007	7	3	17	3	2	6	2	J	6	7.01	4	top	5	10	4	1	728	101217	1478	17	38	854	2	3	338	YB0_S7	7	32	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
1	4	4	35	1	4	HO	HO007	7	4	19	3	0	6	0	A	6	7.02	4	top	6	10	4	1	728	101194	1475	17	39	855	2	4	338	YB0_S7	7	33	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
1	4	4	36	1	4	HO	HO007	7	4	17	3	2	6	2	J	6	7.02	4	top	6	10	4	1	728	101194	1476	17	41	857	2	5	338	YB0_S7	7	34	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	3	-3	40	1	4	HO	HO007	7	2	4	1	4	3	0	Q	6	7.03	4	top	7	10	4	1	728	101232	976	17	42	858	2	8	338	YB0_S7	7	37	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	1	-1	40	1	4	HO	HO007	7	2	8	1	5	3	1	N	6	7.03	4	top	7	10	4	1	728	101232	1120	17	43	859	2	7	338	YB0_S7	7	36	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	4	-4	40	1	4	HO	HO007	7	2	1	1	3	3	2	R	6	7.03	4	top	7	10	4	1	728	101232	904	17	44	860	2	6	338	YB0_S7	7	35	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	1	-1	39	1	4	HO	HO007	7	2	12	1	0	2	0	E	6	7.04	4	top	8	10	4	1	728	101232	1119	17	45	861	2	10	338	YB0_S7	7	39	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	3	-3	39	1	4	HO	HO007	7	2	7	1	1	2	1	G	6	7.04	4	top	8	10	4	1	728	101232	975	17	46	862	2	11	338	YB0_S7	7	40	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
-1	4	-4	39	1	4	HO	HO007	7	2	3	1	2	2	2	H	6	7.04	4	top	8	10	4	1	728	101232	903	17	47	863	2	9	338	YB0_S7	7	38	0	S2F04_CR06_HTR04_Slot-m	RPC_YB0_S7_Fib7_HO_CR06_HTR04_Slot-m	HO_S7_Hp3
1	15	15	36	1	4	HO	HO2P08	7	2	15	3	4	7	0	H	6	1.05	5	bot	1	10	7	1	728	100963	2268	18	0	864	2	1	341	YB+2_S7	7	30	2	S2F04_CR06_HTR05_Slot-m	RPC_YB+2_S7_Fib7_HO_CR06_HTR05_Slot-m	HO_S7_Hp4
1	15	15	35	1	4	HO	HO2P08	7	2	14	3	5	7	1	P	6	1.05	5	bot	1	10	7	1	728	100963	2267	18	1	865	2	2	341	YB+2_S7	7	31	2	S2F04_CR06_HTR05_Slot-m	RPC_YB+2_S7_Fib7_HO_CR06_HTR05_Slot-m	HO_S7_Hp4
1	15	15	37	1	4	HO	HO2P08	7	2	16	3	3	7	2	B	6	1.05	5	bot	1	10	7	1	728	100963	2269	18	2	866	2	0	341	YB+2_S7	7	29	2	S2F04_CR06_HTR05_Slot-m	RPC_YB+2_S7_Fib7_HO_CR06_HTR05_Slot-m	HO_S7_Hp4
